idx,success,latency_ms,compute_ms,net_ms,overhead_bytes,hash_mode,details,m1_uav_compute_ms,m1_gs_compute_ms,m1_net_ms,m2_uav_verify_ms,m2_net_ms,puf_eval_ms,bch_ms,m3_uav_compute_ms,m3_gs_compute_ms,m3_net_ms,m4_uav_compute_ms,m4_net_ms,config,run_id,uav_id,row_uid,runnumber,repetition,seedset,suite,num_uavs,puf_ber,fe_profile,attack_mode,wall_latency_ms,fe_rep_ms,mac_ms,kdf_ms,dh_ms,aead_ms,gs_mac_ms,gs_kdf_ms,gs_dh_ms,gs_aead_ms,bytes_m1,bytes_m2,bytes_m3,bytes_m4,ephemeral_erased,replay_cache_hits
170,1,10.400454,9.338647,1.061807,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.728648,1.1219,0.268297,2.685466,0.224628,2.117252,0.931123,2.685466,4.499802,0.158713,0.239067,0.837179,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,0,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|0,1,1,1,spongent,10,,,,1.488817,0.931123,1.87525,1.180099,0.259626,0.002976,1.558036,1.104587,0.196136,0.004549,104,85,43,549,1,0
171,1,9.436196,8.374083,1.062113,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,3.696669,1.120437,0.264262,2.215807,0.225093,2.109909,0.910664,2.215807,4.481657,0.175273,0.2458,0.83702,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,1,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|1,1,1,1,spongent,10,,,,1.501648,0.910664,1.556753,1.088568,0.194124,0.002635,1.546524,1.106189,0.190336,0.002905,104,85,43,549,1,0
172,1,9.540286,8.445727,1.094559,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,3.731063,1.107943,0.252213,2.23879,0.236517,2.107996,0.923438,2.23879,4.518106,0.169952,0.237084,0.858041,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,2,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|2,1,1,1,spongent,10,,,,1.516723,0.923438,1.552895,1.097224,0.237795,0.002775,1.53872,1.104237,0.200435,0.002886,104,85,43,549,1,0
173,1,9.4199,8.339598,1.080302,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,3.735301,1.108364,0.252408,2.181583,0.246567,2.117112,0.934539,2.181583,4.495474,0.165107,0.241131,0.833735,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,3,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|3,1,1,1,spongent,10,,,,1.497817,0.934539,1.526777,1.078969,0.206837,0.003868,1.547426,1.092535,0.189816,0.002886,104,85,43,549,1,0
174,1,11.761234,10.694355,1.066879,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,5.879313,1.268915,0.271349,2.286179,0.216598,3.570403,1.5442,2.286179,4.783963,0.179885,0.242684,0.850281,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,4,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|4,1,1,1,spongent,10,,,,1.518113,1.5442,1.54411,1.195838,0.250568,0.003436,1.774781,1.270879,0.22454,0.004248,104,85,43,549,1,0
175,1,9.772135,8.684362,1.087773,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,3.753525,1.131968,0.242388,2.343235,0.216014,2.122292,0.931343,2.343235,6.129282,0.159153,0.244367,0.871759,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,5,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|5,1,1,1,spongent,10,,,,1.489314,0.931343,1.553036,1.221386,0.211236,0.003206,1.681276,1.592981,0.223338,0.004919,104,85,43,549,1,0
176,1,9.491563,8.411702,1.079861,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.780355,1.177805,0.283112,2.196901,0.221452,2.12698,0.931814,2.196901,4.495985,0.202522,0.237545,0.858409,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,6,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|6,1,1,1,spongent,10,,,,1.565495,0.931814,1.546765,1.081183,0.220062,0.002945,1.566002,1.103275,0.216365,0.003106,104,85,43,549,1,0
177,1,10.902086,9.819587,1.082499,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.720773,1.392256,0.244929,2.924954,0.225607,2.129566,0.904773,2.924954,4.903568,0.185028,0.248906,0.856891,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,7,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|7,1,1,1,spongent,10,,,,1.512456,0.904773,1.944971,1.360837,0.252814,0.003206,2.010534,1.238919,0.252021,0.003717,104,85,43,549,1,0
178,1,9.807047,8.679644,1.127403,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,3.981952,1.15431,0.255804,2.229012,0.244446,2.149503,1.018687,2.229012,4.49919,0.173615,0.239668,0.882957,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,8,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|8,1,1,1,spongent,10,,,,1.556823,1.018687,1.626043,1.114176,0.231814,0.003045,1.582982,1.107995,0.197841,0.003246,104,85,43,549,1,0
179,1,9.458061,8.378362,1.079699,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,3.734129,1.11119,0.246992,2.196491,0.223261,2.114948,0.927486,2.196491,4.517344,0.161871,0.251251,0.856438,StadiumSPONGENT,StadiumSPONGENT-1-20260809-23:07:21-359377,9,StadiumSPONGENT-1-20260809-23:07:21-359377|phase2|9,1,1,1,spongent,10,,,,1.488561,0.927486,1.540294,1.093105,0.19763,0.002816,1.558948,1.099307,0.197731,0.002856,104,85,43,549,1,0
180,1,9.482712,8.399219,1.083493,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.783882,1.128452,0.263602,2.182464,0.248624,2.111241,0.969815,2.182464,4.481217,0.171762,0.250409,0.834869,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,0,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|0,2,2,2,spongent,10,,,,1.518856,0.969815,1.524944,1.078118,0.229169,0.010199,1.548859,1.093957,0.194724,0.004077,104,85,43,549,1,0
181,1,9.937615,8.858819,1.078796,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,4.022839,1.131798,0.246729,2.298331,0.223881,2.113656,1.074902,2.298331,4.503058,0.182786,0.239318,0.854916,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,1,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|1,2,2,2,spongent,10,,,,1.508311,1.074902,1.656259,1.173687,0.241763,0.003056,1.575549,1.102032,0.194464,0.01084,104,85,43,549,1,0
182,1,9.506417,8.417752,1.088665,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,3.772881,1.11151,0.258927,2.175601,0.2246,2.132922,0.955659,2.175601,4.480796,0.159875,0.293669,0.864066,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,2,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|2,2,2,2,spongent,10,,,,1.507467,0.955659,1.530775,1.082005,0.19216,0.002866,1.551715,1.096082,0.190167,0.002816,104,85,43,549,1,0
183,1,9.386868,8.332335,1.054533,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,3.733548,1.132459,0.240712,2.180982,0.216164,2.119577,0.943846,2.180982,4.499942,0.204086,0.236823,0.838369,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,3,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|3,2,2,2,spongent,10,,,,1.499331,0.943846,1.524694,1.085201,0.193663,0.002705,1.552175,1.093386,0.199513,0.002845,104,85,43,549,1,0
184,1,9.432843,8.356939,1.075904,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,3.73494,1.116409,0.255178,2.191511,0.229748,2.12655,0.943085,2.191511,4.476749,0.169948,0.238977,0.846156,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,4,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|4,2,2,2,spongent,10,,,,1.501031,0.943085,1.53336,1.084951,0.19204,0.002675,1.544752,1.094969,0.189474,0.002886,104,85,43,549,1,0
185,1,9.554777,8.485181,1.069596,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,3.742454,1.109617,0.26957,2.252316,0.217266,2.11606,0.953845,2.252316,4.508187,0.199652,0.238095,0.85233,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,5,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|5,2,2,2,spongent,10,,,,1.538819,0.953845,1.541085,1.118704,0.218699,0.003015,1.553218,1.097915,0.191318,0.003086,104,85,43,549,1,0
186,1,9.471463,8.39968,1.071783,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.757853,1.132319,0.256803,2.201951,0.237282,2.112704,0.964455,2.201951,4.478843,0.160766,0.237925,0.834501,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,6,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|6,2,2,2,spongent,10,,,,1.489352,0.964455,1.540214,1.092204,0.200385,0.002745,1.55022,1.093617,0.220784,0.002805,104,85,43,549,1,0
187,1,9.471126,8.393149,1.077977,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.722908,1.129604,0.251251,2.214685,0.239077,2.116331,0.925743,2.214685,4.489061,0.195254,0.240871,0.8389,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,7,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|7,2,2,2,spongent,10,,,,1.524482,0.925743,1.548789,1.106572,0.192491,0.002545,1.55477,1.106331,0.190125,0.002775,104,85,43,549,1,0
188,1,9.448586,8.352892,1.095694,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,3.731092,1.109998,0.258522,2.189828,0.230213,2.118846,0.930231,2.189828,4.689226,0.184573,0.242144,0.865481,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,8,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|8,2,2,2,spongent,10,,,,1.538789,0.930231,1.532859,1.102073,0.19195,0.003496,1.553217,1.0954,0.196748,0.003326,104,85,43,549,1,0
189,1,9.444464,8.374855,1.069609,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,3.75074,1.117903,0.248707,2.186853,0.230871,2.12101,0.936663,2.186853,4.500924,0.169293,0.250409,0.838738,StadiumSPONGENT,StadiumSPONGENT-2-20260809-23:07:21-359377,9,StadiumSPONGENT-2-20260809-23:07:21-359377|phase2|9,2,2,2,spongent,10,,,,1.487609,0.936663,1.534943,1.091433,0.201888,0.002605,1.550563,1.101662,0.191369,0.006502,104,85,43,549,1,0
190,1,9.591563,8.515248,1.076315,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.890864,1.141516,0.249726,2.192602,0.232185,2.245521,0.932032,2.192602,4.502093,0.186971,0.23918,0.84413,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,0,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|0,3,3,3,spongent,10,,,,1.513012,0.932032,1.540797,1.090319,0.208421,0.003025,1.559893,1.105057,0.210275,0.003908,104,85,43,549,1,0
191,1,9.397178,8.321614,1.075564,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,3.713621,1.139332,0.287174,2.182944,0.234064,2.122349,0.919559,2.182944,4.981634,0.175748,0.242105,0.8415,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,1,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|1,3,3,3,spongent,10,,,,1.538486,0.919559,1.518744,1.090038,0.194255,0.002826,1.57446,1.153298,0.204535,0.003747,104,85,43,549,1,0
192,1,9.479563,8.407044,1.072519,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,3.776088,1.116308,0.265616,2.19679,0.238633,2.124373,0.937423,2.19679,4.481715,0.164095,0.237376,0.833886,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,2,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|2,3,3,3,spongent,10,,,,1.50223,0.937423,1.5537,1.081564,0.222087,0.002755,1.548941,1.094688,0.191139,0.002875,104,85,43,549,1,0
193,1,9.687784,8.625995,1.061789,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,3.711697,1.128281,0.259868,2.337955,0.217535,2.109886,0.923837,2.337955,4.56415,0.180963,0.238388,0.844254,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,3,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|3,3,3,3,spongent,10,,,,1.50262,0.923837,1.535166,1.241143,0.192092,0.002775,1.566564,1.093166,0.198834,0.002896,104,85,43,549,1,0
194,1,9.393007,8.328265,1.064742,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,3.730543,1.110527,0.294036,2.176421,0.229769,2.112782,0.935409,2.176421,4.482356,0.160682,0.24488,0.834973,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,4,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|4,3,3,3,spongent,10,,,,1.519461,0.935409,1.533502,1.07969,0.194296,0.002715,1.547007,1.097694,0.19098,0.002886,104,85,43,549,1,0
195,1,9.594128,8.535245,1.058883,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,3.915601,1.125966,0.257923,2.185338,0.21866,2.125014,0.933976,2.185338,4.487305,0.189043,0.248968,0.840223,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,5,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|5,3,3,3,spongent,10,,,,1.505849,0.933976,1.662225,1.094408,0.222198,0.002775,1.552127,1.103925,0.194305,0.003216,104,85,43,549,1,0
196,1,9.439079,8.38478,1.054299,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.70785,1.131878,0.241023,2.215494,0.215949,2.116879,0.919899,2.215494,4.485392,0.17993,0.245942,0.83835,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,6,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|6,3,3,3,spongent,10,,,,1.475253,0.919899,1.562477,1.077655,0.196048,0.002716,1.548571,1.105759,0.208211,0.002815,104,85,43,549,1,0
197,1,9.472593,8.379903,1.09269,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.719462,1.123923,0.252172,2.209734,0.233682,2.112101,0.937342,2.209734,4.489229,0.175546,0.240973,0.859008,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,7,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|7,3,3,3,spongent,10,,,,1.520408,0.937342,1.535156,1.104296,0.192622,0.002675,1.55856,1.094748,0.191219,0.002845,104,85,43,549,1,0
198,1,9.475118,8.406903,1.068215,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,3.726906,1.11684,0.24693,2.214633,0.232634,2.120386,0.927133,2.214633,4.72374,0.180383,0.250731,0.835581,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,8,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|8,3,3,3,spongent,10,,,,1.495529,0.927133,1.527301,1.092563,0.227326,0.003396,1.563138,1.129604,0.192132,0.004047,104,85,43,549,1,0
199,1,9.650172,8.559291,1.090881,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,3.769255,1.142307,0.251319,2.247876,0.244157,2.134192,0.924268,2.247876,4.709343,0.166278,0.294284,0.846724,StadiumSPONGENT,StadiumSPONGENT-3-20260809-23:07:22-359377,9,StadiumSPONGENT-3-20260809-23:07:22-359377|phase2|9,3,3,3,spongent,10,,,,1.508478,0.924268,1.572266,1.098004,0.229541,0.005831,1.54211,1.091933,0.235221,0.003196,104,85,43,549,1,0
200,1,9.427866,8.353863,1.074003,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.745891,1.116378,0.253513,2.179407,0.227468,2.109085,0.942953,2.179407,4.478589,0.173339,0.249158,0.846535,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,0,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|0,4,4,4,spongent,10,,,,1.500855,0.942953,1.52109,1.077536,0.226806,0.003146,1.546458,1.096602,0.192141,0.003807,104,85,43,549,1,0
201,1,9.363976,8.296336,1.06764,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,3.703763,1.11199,0.247422,2.177824,0.215673,2.108794,0.927774,2.177824,4.486524,0.159418,0.236925,0.851967,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,1,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|1,4,4,4,spongent,10,,,,1.47448,0.927774,1.527602,1.077876,0.19185,0.002775,1.529004,1.103334,0.190418,0.002865,104,85,43,549,1,0
202,1,9.422503,8.335888,1.086615,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,3.727096,1.164048,0.251234,2.185738,0.232516,2.122069,0.931791,2.185738,4.501081,0.178186,0.237316,0.8541,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,2,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|2,4,4,4,spongent,10,,,,1.516035,0.931791,1.52203,1.089267,0.201028,0.002876,1.596852,1.096672,0.193494,0.002955,104,85,43,549,1,0
203,1,10.126785,9.047807,1.078978,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,4.433133,1.291127,0.254426,2.185919,0.245948,2.119855,1.391335,2.185919,4.483749,0.195317,0.242836,0.83303,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,3,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|3,4,4,4,spongent,10,,,,1.528721,1.391335,1.656463,1.164349,0.23362,0.003266,1.642618,1.1648,0.199825,0.004128,104,85,43,549,1,0
204,1,10.53198,9.452269,1.079711,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,3.742175,1.112321,0.276796,2.73422,0.223333,2.123121,0.928906,2.73422,4.619214,0.164659,0.241654,0.856378,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,4,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|4,4,4,4,spongent,10,,,,1.521166,0.928906,1.695566,1.40924,0.263326,0.002906,1.58522,1.099707,0.193413,0.003316,104,85,43,549,1,0
205,1,9.428234,8.365815,1.062419,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,3.733548,1.118232,0.256425,2.197591,0.217876,2.122109,0.923657,2.197591,4.506391,0.190998,0.237085,0.844543,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,5,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|5,4,4,4,spongent,10,,,,1.509842,0.923657,1.525537,1.102813,0.204484,0.002715,1.550565,1.099177,0.192513,0.004489,104,85,43,549,1,0
206,1,9.42238,8.356347,1.066033,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.7075,1.12774,0.253378,2.204914,0.215548,2.121728,0.907335,2.204914,4.778743,0.16318,0.239019,0.850485,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,6,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|6,4,4,4,spongent,10,,,,1.48259,0.907335,1.53188,1.103986,0.194937,0.002835,1.621038,1.157967,0.241214,0.008826,104,85,43,549,1,0
207,1,9.408134,8.34625,1.061884,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.735082,1.109366,0.257241,2.185769,0.214669,2.121468,0.928635,2.185769,4.466216,0.158203,0.23963,0.847215,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,7,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|7,4,4,4,spongent,10,,,,1.477328,0.928635,1.518634,1.085801,0.213441,0.003086,1.544142,1.093265,0.190698,0.002815,104,85,43,549,1,0
208,1,9.889567,8.820321,1.069246,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,4.123852,1.116148,0.251906,2.226876,0.220797,2.526279,0.919028,2.226876,4.549122,0.171399,0.242717,0.848449,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,8,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|8,4,4,4,spongent,10,,,,1.492551,0.919028,1.544373,1.11219,0.196499,0.002765,1.58553,1.112271,0.202391,0.002986,104,85,43,549,1,0
209,1,9.364178,8.310521,1.053657,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,3.7292,1.113223,0.286069,2.170991,0.21554,2.123742,0.921132,2.170991,4.481034,0.177986,0.239339,0.838117,StadiumSPONGENT,StadiumSPONGENT-4-20260809-23:07:22-359377,9,StadiumSPONGENT-4-20260809-23:07:22-359377|phase2|9,4,4,4,spongent,10,,,,1.517712,0.921132,1.517984,1.082174,0.20255,0.002565,1.547168,1.094117,0.193304,0.002826,104,85,43,549,1,0
210,1,9.685763,8.62487,1.060893,781,spongent,OMNeT++; module=UavAuthNetwork.uav[0]; config=StadiumSPONGENT,3.970915,1.40385,0.24115,2.207587,0.215422,2.324688,0.939484,2.207587,4.552353,0.180186,0.238781,0.845471,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,0,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|0,5,5,5,spongent,10,,,,1.482229,0.939484,1.550205,1.084868,0.228672,0.003126,1.803804,1.126176,0.237298,0.004148,104,85,43,549,1,0
211,1,9.399403,8.326146,1.073257,781,spongent,OMNeT++; module=UavAuthNetwork.uav[1]; config=StadiumSPONGENT,3.730101,1.126386,0.240961,2.174324,0.223502,2.118108,0.924665,2.174324,4.485347,0.166102,0.247397,0.849755,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,1,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|1,5,5,5,spongent,10,,,,1.48032,0.924665,1.533343,1.080159,0.193715,0.002776,1.562029,1.107851,0.20188,0.002845,104,85,43,549,1,0
212,1,9.791403,8.721191,1.070212,781,spongent,OMNeT++; module=UavAuthNetwork.uav[2]; config=StadiumSPONGENT,4.120898,1.123811,0.252816,2.181207,0.222889,2.36802,1.053629,2.181207,4.490967,0.219358,0.237879,0.847323,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,2,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|2,5,5,5,spongent,10,,,,1.542386,1.053629,1.538343,1.076412,0.214075,0.002825,1.554704,1.098012,0.19089,0.003287,104,85,43,549,1,0
213,1,9.611437,8.529339,1.082098,781,spongent,OMNeT++; module=UavAuthNetwork.uav[3]; config=StadiumSPONGENT,3.923195,1.116017,0.264103,2.183852,0.232537,2.286426,0.931528,2.183852,4.479996,0.187932,0.23844,0.849561,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,3,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|3,5,5,5,spongent,10,,,,1.534133,0.931528,1.551628,1.078155,0.202292,0.002826,1.540077,1.095627,0.201279,0.003066,104,85,43,549,1,0
214,1,9.426364,8.332437,1.093927,781,spongent,OMNeT++; module=UavAuthNetwork.uav[4]; config=StadiumSPONGENT,3.731423,1.111979,0.254947,2.17753,0.234407,2.132144,0.919907,2.17753,4.486158,0.175951,0.245954,0.859521,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,4,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|4,5,5,5,spongent,10,,,,1.524825,0.919907,1.527192,1.085749,0.192573,0.002725,1.561307,1.092823,0.190429,0.002956,104,85,43,549,1,0
215,1,9.503898,8.43425,1.069648,781,spongent,OMNeT++; module=UavAuthNetwork.uav[5]; config=StadiumSPONGENT,3.709732,1.128099,0.251345,2.241481,0.229386,2.109662,0.930106,2.241481,4.770024,0.172304,0.241556,0.840262,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,5,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|5,5,5,5,spongent,10,,,,1.493297,0.930106,1.528395,1.141115,0.192374,0.003247,1.56845,1.109054,0.191531,0.003086,104,85,43,549,1,0
216,1,9.577246,8.52352,1.053726,781,spongent,OMNeT++; module=UavAuthNetwork.uav[6]; config=StadiumSPONGENT,3.867771,1.137457,0.249698,2.208118,0.215077,2.236692,0.9323,2.208118,4.81052,0.166169,0.239513,0.838649,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,6,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|6,5,5,5,spongent,10,,,,1.469594,0.9323,1.536501,1.106849,0.209726,0.002826,1.571156,1.101379,0.191661,0.003116,104,85,43,549,1,0
217,1,9.528134,8.434232,1.093902,781,spongent,OMNeT++; module=UavAuthNetwork.uav[7]; config=StadiumSPONGENT,3.810834,1.121497,0.255405,2.189914,0.226767,2.126544,0.94828,2.189914,4.490987,0.177332,0.24357,0.867135,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,7,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|7,5,5,5,spongent,10,,,,1.526639,0.94828,1.537402,1.125955,0.206559,0.008065,1.551861,1.094777,0.192494,0.002866,104,85,43,549,1,0
218,1,9.970839,8.89966,1.071179,781,spongent,OMNeT++; module=UavAuthNetwork.uav[8]; config=StadiumSPONGENT,3.992967,1.114504,0.257236,2.329147,0.224603,2.379382,0.926018,2.329147,4.938342,0.174168,0.248399,0.846576,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,8,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|8,5,5,5,spongent,10,,,,1.502583,0.926018,1.638232,1.108893,0.218181,0.003136,1.557621,1.225884,0.228541,0.004108,104,85,43,549,1,0
219,1,9.433024,8.35955,1.073474,781,spongent,OMNeT++; module=UavAuthNetwork.uav[9]; config=StadiumSPONGENT,3.76136,1.114844,0.256879,2.178913,0.236927,2.12975,0.920307,2.178913,4.768261,0.174389,0.240364,0.836547,StadiumSPONGENT,StadiumSPONGENT-5-20260809-23:07:23-359377,9,StadiumSPONGENT-5-20260809-23:07:23-359377|phase2|9,5,5,5,spongent,10,,,,1.504742,0.920307,1.535939,1.074889,0.22242,0.002806,1.557079,1.099295,0.191863,0.002996,104,85,43,549,1,0
